,uik,num_of_registered_voters_x,num_of_ballots_given_away_on_voting_day_indoors_x,num_of_ballots_given_away_on_voting_day_at_home_x,num_of_valid_ballots_x,Путин Владимир Владимирович_x,coords_x,num_of_registered_voters_y,num_of_ballots_given_away_on_voting_day_indoors_y,num_of_ballots_given_away_on_voting_day_at_home_y,num_of_valid_ballots_y,Путин Владимир Владимирович_y,Явка 2012,Поддержка 2012,Явка 2018,Поддержка 2018,Построено метро,Контрольная1,Контрольная2
1511,УИК №744,2130,1226,94,1280,544,"(55.835442, 37.661024)",856,630,6,626,422,0.6197183098591549,0.425,0.7429906542056075,0.6741214057507987,1,0,0
1512,УИК №745,2600,1445,63,1461,740,"(55.833708, 37.664375)",1979,1162,43,1187,838,0.58,0.5065023956194388,0.6088933804951996,0.7059814658803707,1,0,0
1513,УИК №746,1840,974,84,1039,463,"(55.835442, 37.661024)",1261,617,43,649,468,0.575,0.4456207892204042,0.5233941316415543,0.7211093990755008,1,0,0
1514,УИК №747,2295,1288,60,1339,618,"(55.831423, 37.663782)",2085,1234,61,1268,831,0.5873638344226579,0.4615384615384615,0.6211031175059952,0.6553627760252366,1,0,0
1515,УИК №748,2168,1236,66,1267,588,"(55.831423, 37.663782)",2508,1384,56,1424,1053,0.6005535055350554,0.4640883977900552,0.5741626794258373,0.7394662921348315,1,0,0
1516,УИК №749,2324,1244,84,1300,640,"(55.828329, 37.668794)",2266,1152,60,1198,840,0.5714285714285714,0.4923076923076923,0.5348631950573698,0.7011686143572621,0,0,1
1517,УИК №3176,1149,908,13,907,627,"(55.836994, 37.638404)",1081,613,34,638,486,0.8015665796344648,0.6912899669239251,0.5985198889916744,0.7617554858934169,0,0,1
1518,УИК №3264,212,190,0,188,138,"(nan, nan)",771,435,38,470,373,0.8962264150943396,0.7340425531914894,0.6134889753566797,0.7936170212765957,0,0,1
1519,УИК №3265,215,145,70,213,125,"(nan, nan)",1084,620,56,669,514,1.0,0.5868544600938967,0.6236162361623616,0.7683109118086696,0,0,1
1520,УИК №3266,290,274,16,285,160,"(nan, nan)",1155,709,37,737,540,1.0,0.5614035087719298,0.6458874458874458,0.7327001356852103,0,0,1
1521,УИК №750,2342,1354,42,1345,620,"(55.853001, 37.657206)",2525,1421,53,1456,1044,0.5960717335610589,0.4609665427509293,0.5837623762376237,0.717032967032967,0,1,0
1522,УИК №751,2557,1502,73,1545,731,"(55.853001, 37.657206)",2086,1216,58,1257,893,0.6159561986703168,0.4731391585760517,0.610738255033557,0.7104216388225935,0,1,0
1523,УИК №752,2239,1360,69,1406,698,"(55.850247, 37.660799)",2123,1153,82,1222,880,0.6382313532827155,0.4964438122332859,0.5817239755063589,0.7201309328968903,0,1,0
1524,УИК №753,2470,1430,48,1445,636,"(55.850176, 37.654978)",2212,1326,30,1339,944,0.5983805668016194,0.4401384083044983,0.6130198915009042,0.7050037341299478,0,1,0
1525,УИК №754,2428,1380,54,1404,666,"(55.85202, 37.654718)",2360,1355,44,1362,965,0.5906095551894563,0.4743589743589743,0.5927966101694915,0.7085168869309838,0,1,0
1526,УИК №755,2591,1486,41,1493,668,"(55.852799, 37.642186)",2259,1321,57,1361,964,0.5893477421844847,0.4474212993971869,0.6100044267374944,0.7083027185892726,0,1,0
1527,УИК №756,2498,1415,89,1472,658,"(55.848129, 37.641503)",2647,1635,40,1648,1112,0.6020816653322658,0.4470108695652174,0.6327918398186626,0.6747572815533981,0,1,0
1528,УИК №757,2561,1583,43,1591,691,"(55.850707, 37.635979)",2533,1362,50,1397,998,0.6349082389691527,0.4343180389692017,0.5574417686537703,0.7143879742304939,0,0,1
1529,УИК №758,2622,1554,72,1576,703,"(55.852915, 37.638728)",2615,1342,90,1408,997,0.620137299771167,0.4460659898477157,0.5476099426386233,0.7080965909090909,0,1,0
1530,УИК №759,2576,1512,43,1515,700,"(55.852799, 37.642186)",2663,1617,48,1643,1139,0.6036490683229814,0.462046204620462,0.6252346977093504,0.6932440657334145,0,1,0
1531,УИК №760,2341,1246,48,1259,589,"(55.858928, 37.641737)",2859,1690,69,1732,1198,0.552755232806493,0.4678316123907863,0.6152500874431619,0.6916859122401847,0,1,0
1532,УИК №761,2619,1540,37,1535,687,"(55.861105, 37.640246)",2791,1639,53,1672,1166,0.6021382206949217,0.447557003257329,0.6062343246148334,0.6973684210526315,0,1,0
1533,УИК №762,2305,1327,40,1330,580,"(55.861105, 37.640246)",2162,1289,38,1247,852,0.593058568329718,0.4360902255639097,0.6137835337650324,0.6832397754611067,0,1,0
1534,УИК №763,2329,1313,45,1326,572,"(55.857473, 37.65187)",2854,1615,44,1645,1131,0.5830828681837699,0.4313725490196078,0.5812894183601962,0.6875379939209726,0,1,0
1535,УИК №764,2961,1547,37,1546,768,"(55.879218, 37.641638)",2619,1545,36,1566,1107,0.5349544072948328,0.4967658473479948,0.6036655211912944,0.7068965517241379,0,0,1
1536,УИК №765,2918,1580,152,1696,1004,"(55.879218, 37.641638)",2258,1303,36,1320,940,0.5935572309801234,0.5919811320754716,0.5930026572187777,0.7121212121212122,0,0,1
1537,УИК №766,2695,1666,37,1627,821,"(55.878667, 37.6524)",2197,1343,33,1357,987,0.6319109461966604,0.5046097111247695,0.6263086026399636,0.7273397199705232,0,0,1
1538,УИК №767,2764,1557,49,1573,759,"(55.878667, 37.6524)",2567,1516,61,1548,1094,0.581041968162084,0.4825174825174825,0.6143358005453837,0.7067183462532299,0,0,1
1539,УИК №768,2940,1546,45,1544,794,"(55.879218, 37.641638)",2750,1530,75,1575,1154,0.541156462585034,0.5142487046632125,0.5836363636363636,0.7326984126984127,0,0,1
1540,УИК №769,2846,1521,82,1570,830,"(55.884757, 37.651771)",2817,1674,49,1697,1214,0.5632466619817288,0.5286624203821656,0.6116435924742634,0.7153800824985268,0,1,0
1541,УИК №770,2566,1374,72,1411,714,"(55.884757, 37.651771)",2616,1578,49,1602,1176,0.5635229929851909,0.5060240963855421,0.6219418960244648,0.7340823970037453,0,1,0
1542,УИК №771,2460,1352,45,1367,667,"(55.88356, 37.648187)",2564,1489,29,1489,1128,0.5678861788617886,0.4879297732260424,0.5920436817472698,0.7575554063129617,0,1,0
1543,УИК №772,2388,1297,50,1319,641,"(55.88356, 37.648187)",2585,1473,69,1521,1099,0.5640703517587939,0.4859742228961334,0.5965183752417795,0.722550953320184,0,1,0
1544,УИК №773,2055,1053,46,1081,530,"(55.890563, 37.658922)",1997,1149,68,1197,913,0.5347931873479319,0.4902867715078631,0.6094141211817726,0.7627401837928154,0,1,0
1545,УИК №774,2159,1143,43,1156,563,"(55.88976, 37.6509)",1865,1100,43,1126,798,0.5493283927744326,0.4870242214532872,0.6128686327077748,0.7087033747779752,0,1,0
1546,УИК №775,2365,1306,53,1329,602,"(55.890618, 37.657377)",2378,1371,69,1418,1015,0.5746300211416491,0.4529721595184349,0.6055508830950378,0.7157968970380818,0,1,0
1547,УИК №776,2657,1541,47,1543,774,"(55.890563, 37.658922)",1961,1033,52,1055,757,0.5976665412118931,0.5016202203499676,0.5532891381947985,0.7175355450236967,0,1,0
1548,УИК №777,2250,1264,64,1306,645,"(55.890618, 37.657377)",2227,1335,23,1334,987,0.5902222222222222,0.4938744257274119,0.6097889537494388,0.739880059970015,0,1,0
1549,УИК №778,2201,1199,35,1213,610,"(55.890618, 37.657377)",581,355,15,365,256,0.5606542480690595,0.5028854080791426,0.6368330464716007,0.7013698630136986,0,1,0
1550,УИК №779,2369,1275,53,1314,682,"(55.88928, 37.670932)",2384,1355,56,1392,979,0.5605740818910933,0.5190258751902588,0.5918624161073825,0.7033045977011494,0,1,0
1551,УИК №780,2113,1150,47,1145,595,"(55.891183, 37.66415)",2568,1425,70,1468,1078,0.5664931377188831,0.519650655021834,0.5821651090342679,0.7343324250681199,0,1,0
1552,УИК №781,2636,1516,70,1544,754,"(55.891183, 37.66415)",2652,1572,49,1589,1178,0.6016691957511381,0.4883419689119171,0.611236802413273,0.7413467589679044,0,1,0
1553,УИК №782,2599,1421,58,1445,735,"(55.88928, 37.670932)",2280,1221,36,1236,869,0.5690650250096191,0.5086505190311419,0.5513157894736842,0.7030744336569579,0,1,0
1554,УИК №783,2407,1397,50,1424,701,"(55.88928, 37.670932)",2480,1346,48,1377,1007,0.6011632737847944,0.4922752808988764,0.5620967741935484,0.7312999273783588,0,1,0
1555,УИК №784,2352,1384,36,1373,604,"(55.891577, 37.677041)",2110,1260,32,1278,929,0.6037414965986394,0.4399126001456664,0.6123222748815166,0.7269170579029735,0,0,1
1556,УИК №785,2153,1299,27,1288,544,"(55.891577, 37.677041)",2738,1566,97,1640,1198,0.6158848118903855,0.422360248447205,0.6073776479181885,0.7304878048780488,0,0,1
1557,УИК №786,2431,1406,28,1401,707,"(55.891577, 37.677041)",2428,1430,64,1477,1102,0.5898807075277663,0.5046395431834404,0.6153212520593081,0.7461069735951252,0,0,1
1558,УИК №787,2057,1160,49,1171,573,"(55.885443, 37.667384)",2215,1247,62,1292,946,0.5877491492464755,0.4893253629376601,0.5909706546275395,0.7321981424148607,0,1,0
1559,УИК №788,2441,1399,35,1397,666,"(55.885443, 37.667384)",2258,1295,29,1297,910,0.5874641540352314,0.4767358625626342,0.5863596102745793,0.7016191210485736,0,1,0
1560,УИК №789,2236,1214,61,1237,583,"(55.885443, 37.667384)",1971,1170,38,1189,810,0.5702146690518783,0.4713015359741309,0.6128868594622019,0.6812447434819175,0,1,0
1561,УИК №790,2741,1514,24,1499,785,"(55.88459, 37.659353)",2441,1373,38,1398,1045,0.5611090842758117,0.52368245496998,0.5780417861532159,0.7474964234620887,0,1,0
1562,УИК №791,2307,1367,21,1365,710,"(55.88459, 37.659353)",2117,1227,73,1280,919,0.6016471608149111,0.5201465201465202,0.6140765233821446,0.71796875,0,1,0
1563,УИК №792,2755,1430,69,1459,743,"(55.884757, 37.651771)",2351,1362,76,1418,1029,0.5441016333938294,0.5092529129540782,0.6116546150574224,0.7256699576868829,0,1,0
1564,УИК №3177,2747,2022,17,1966,1101,"(55.88976, 37.6509)",1261,826,25,839,638,0.742264288314525,0.5600203458799593,0.6748612212529739,0.7604290822407628,0,1,0
1565,УИК №793,1890,1051,4,1035,515,"(55.9144801932584, 37.5473853573203)",2099,1191,58,1231,880,0.5582010582010583,0.4975845410628019,0.5950452596474511,0.7148659626320065,0,0,1
1566,УИК №794,1649,841,12,839,449,"(55.9144801932584, 37.5473853573203)",2799,1557,50,1579,1184,0.5172832019405701,0.5351609058402861,0.5741336191496963,0.7498416719442685,0,0,1
1567,УИК №795,2348,1105,5,1094,521,"(55.9269761580666, 37.5426733866334)",2273,1435,39,1456,1064,0.4727427597955707,0.4762340036563071,0.6484821821381435,0.7307692307692307,0,0,1
1568,УИК №796,1956,967,48,1000,515,"(55.9269761580666, 37.5426733866334)",1711,990,38,1006,741,0.5189161554192229,0.515,0.6008182349503215,0.7365805168986084,0,0,1
1569,УИК №797,2249,1456,81,1507,747,"(55.9397758360581, 37.5534023903311)",2052,1193,59,1230,883,0.6834148510449088,0.4956867949568679,0.6101364522417154,0.7178861788617886,0,0,1
1570,УИК №798,2363,1548,24,1527,836,"(55.935113, 37.556307)",2929,1779,19,1786,1359,0.6652560304697418,0.547478716437459,0.6138613861386139,0.7609182530795073,0,0,1
1571,УИК №799,1592,947,39,975,510,"(55.935113, 37.556307)",2348,1479,14,1478,1112,0.6193467336683417,0.5230769230769231,0.6358603066439523,0.7523680649526387,0,0,1
1572,УИК №800,2055,1145,75,1198,660,"(55.935113, 37.556307)",2628,1481,17,1459,1027,0.5936739659367397,0.5509181969949917,0.5700152207001522,0.7039067854694997,0,0,1
1573,УИК №3178,1254,971,0,953,651,"(55.9269234520945, 37.5426705367863)",1397,828,20,836,630,0.7743221690590112,0.683105981112277,0.6070150322118826,0.7535885167464115,0,0,1
1574,УИК №801,2797,1603,38,1614,796,"(55.877602, 37.618273)",2789,1674,54,1695,1247,0.5867000357525921,0.4931846344485749,0.6195769092864826,0.735693215339233,0,0,1
1575,УИК №802,2705,1465,39,1479,744,"(55.877602, 37.618273)",2276,1540,78,1586,1134,0.5560073937153419,0.5030425963488844,0.710896309314587,0.7150063051702396,0,0,1
1576,УИК №803,2298,1176,65,1217,644,"(55.876036, 37.623941)",2791,1985,28,1973,1488,0.5400348128807659,0.5291700903861956,0.7212468649229666,0.754181449569184,0,0,1
1577,УИК №804,2377,1193,60,1226,619,"(55.876036, 37.623941)",2107,1357,55,1386,993,0.5271350441733277,0.5048939641109299,0.6701471286188894,0.7164502164502164,0,0,1
1578,УИК №805,2865,1438,104,1517,722,"(55.876329, 37.629179)",2458,1390,52,1420,1059,0.5382198952879581,0.4759393539881345,0.5866558177379984,0.745774647887324,0,0,1
1579,УИК №806,2404,1339,44,1364,694,"(55.876329, 37.629179)",1942,1339,6,1333,955,0.5752911813643927,0.5087976539589443,0.6925849639546859,0.7164291072768192,0,0,1
1580,УИК №807,2910,1354,57,1376,698,"(55.87594, 37.630167)",2901,1746,35,1753,1291,0.4848797250859106,0.5072674418604651,0.613926232333678,0.7364517969195664,0,0,1
1581,УИК №808,2204,1057,62,1103,521,"(55.87594, 37.630167)",2696,1564,64,1600,1173,0.5077132486388385,0.4723481414324569,0.6038575667655787,0.733125,0,0,1
1582,УИК №809,2778,1399,47,1414,709,"(55.87594, 37.630167)",2621,1403,74,1460,1070,0.5205183585313174,0.5014144271570015,0.5635253719954216,0.7328767123287672,0,0,1
1583,УИК №810,2770,1441,82,1493,719,"(55.875657, 37.644432)",2850,1572,101,1633,1216,0.5498194945848376,0.4815807099799062,0.5870175438596491,0.7446417636252296,0,0,1
1584,УИК №811,2503,1240,83,1301,646,"(55.875657, 37.644432)",2207,1232,60,1279,915,0.5285657211346384,0.4965411222136818,0.5854100589034889,0.7154026583268178,0,0,1
1585,УИК №812,1967,1016,51,1041,512,"(55.875657, 37.644432)",2359,1412,37,1439,1069,0.5424504321301474,0.4918347742555235,0.6142433234421365,0.7428769979152189,0,0,1
1586,УИК №813,2483,1334,53,1356,662,"(55.874511, 37.642887)",1670,942,39,974,702,0.558598469593234,0.4882005899705015,0.5874251497005988,0.7207392197125256,0,0,1
1587,УИК №814,2239,1268,49,1291,647,"(55.874516, 37.651115)",2583,1399,95,1474,1026,0.58820902188477,0.5011618900077459,0.578397212543554,0.6960651289009498,0,1,0
1588,УИК №815,2298,1386,45,1398,646,"(55.874516, 37.651115)",2837,1590,101,1671,1208,0.6227154046997389,0.4620886981402002,0.5960521677828692,0.7229204069419509,0,1,0
1589,УИК №816,2364,1321,35,1317,662,"(55.874516, 37.651115)",2743,1597,52,1622,1182,0.5736040609137056,0.5026575550493546,0.6011666059059424,0.7287299630086314,0,1,0
1590,УИК №817,2423,1374,63,1413,609,"(55.867465, 37.642644)",2446,1360,63,1414,1081,0.5930664465538589,0.4309978768577495,0.5817661488143908,0.7644978783592645,0,0,1
1591,УИК №818,2812,1641,49,1605,770,"(55.867465, 37.642644)",1865,1008,36,1035,796,0.60099573257468,0.4797507788161994,0.5597855227882037,0.7690821256038647,0,0,1
1592,УИК №819,2319,1319,44,1332,629,"(55.867051, 37.635377)",2525,1553,59,1595,1185,0.5877533419577404,0.4722222222222222,0.6384158415841584,0.7429467084639498,0,0,1
1593,УИК №820,2849,1725,31,1708,775,"(55.867051, 37.635377)",2115,1224,28,1236,882,0.6163566163566163,0.4537470725995316,0.5919621749408983,0.7135922330097088,0,0,1
1594,УИК №3267,981,973,0,952,663,"(nan, nan)",980,643,19,657,498,0.9918450560652396,0.6964285714285714,0.6755102040816326,0.7579908675799086,0,0,1
1595,УИК №821,2246,1313,30,1301,650,"(55.880884, 37.72034)",2196,1383,40,1411,1000,0.5979519145146928,0.4996156802459646,0.6479963570127505,0.7087172218284904,0,0,1
1596,УИК №822,2616,1500,129,1590,825,"(55.876218, 37.724364)",2261,1323,41,1345,1003,0.6227064220183486,0.5188679245283019,0.6032728881026095,0.745724907063197,0,0,1
1597,УИК №823,2707,1609,83,1651,836,"(55.874137, 37.724229)",2642,1557,41,1576,1125,0.625046176579239,0.5063597819503332,0.6048448145344436,0.7138324873096447,0,0,1
1598,УИК №824,2653,1514,77,1565,793,"(55.874258, 37.719172)",3053,1858,62,1839,1336,0.599698454579721,0.5067092651757189,0.6288896167703898,0.7264817835780315,0,0,1
1599,УИК №825,2603,1478,48,1489,747,"(55.87141, 37.715049)",2458,1538,66,1580,1162,0.5862466384940453,0.5016789791806582,0.6525630593978845,0.7354430379746836,0,0,1
1600,УИК №826,2134,1201,18,1197,628,"(55.866652, 37.708958)",2615,1614,44,1644,1214,0.5712277413308341,0.5246449456975772,0.6340344168260038,0.7384428223844283,0,0,1
1601,УИК №827,2239,1336,54,1366,613,"(55.858887, 37.693992)",2720,1534,185,1693,1305,0.6208128628852166,0.4487554904831625,0.631985294117647,0.7708210277613704,0,0,1
1602,УИК №828,2956,1577,44,1594,649,"(55.858887, 37.693992)",2929,1695,75,1747,1297,0.5483761840324763,0.4071518193224592,0.604301809491294,0.7424155695477962,0,0,1
1603,УИК №829,2682,1552,36,1557,668,"(55.858887, 37.693992)",2646,1542,78,1588,1179,0.5920954511558538,0.4290301862556198,0.6122448979591837,0.7424433249370277,0,0,1
1604,УИК №830,2255,1317,41,1327,599,"(55.852789, 37.690426)",2662,1491,46,1518,1133,0.6022172949002217,0.4513941220798794,0.5773854244928626,0.7463768115942029,0,0,1
1605,УИК №831,2432,1504,54,1526,673,"(55.851161, 37.688171)",2441,1337,22,1343,992,0.640625,0.4410222804718217,0.556739041376485,0.7386448250186151,0,0,1
1606,УИК №832,2313,1313,49,1338,591,"(55.851161, 37.688171)",2105,1331,48,1359,990,0.5888456549935149,0.4417040358744394,0.6551068883610451,0.7284768211920529,0,0,1
1607,УИК №833,1723,965,61,1015,471,"(55.864672, 37.695932)",2041,1317,35,1331,900,0.5954730121880442,0.4640394088669951,0.6624203821656051,0.67618332081142,0,0,1
1608,УИК №834,2273,1323,48,1347,696,"(55.864672, 37.695932)",2399,1405,53,1437,985,0.6031676198856137,0.5167037861915368,0.6077532305127137,0.6854558107167711,0,0,1
1609,УИК №835,2533,1454,52,1475,788,"(55.866313, 37.698421)",2212,1262,54,1299,917,0.5945519147256217,0.5342372881355932,0.5949367088607594,0.7059276366435719,0,0,1
1610,УИК №836,2072,1204,49,1237,628,"(55.866313, 37.698421)",2335,1384,88,1433,982,0.6047297297297297,0.50767987065481,0.630406852248394,0.6852756454989533,0,0,1
1611,УИК №837,2174,1157,67,1196,641,"(55.868773, 37.703739)",2213,1233,35,1227,869,0.563017479300828,0.5359531772575251,0.5729778581111613,0.7082314588427058,0,0,1
1612,УИК №838,2758,1568,80,1595,822,"(55.868773, 37.703739)",364,256,5,255,197,0.5975344452501813,0.5153605015673981,0.717032967032967,0.7725490196078432,0,0,1
1613,УИК №839,2783,1647,48,1651,806,"(55.877082, 37.711392)",1621,868,51,905,662,0.6090549766439094,0.4881889763779528,0.566933991363356,0.7314917127071823,0,0,1
1614,УИК №840,2612,1502,84,1558,766,"(55.877082, 37.711392)",2285,1340,51,1373,1053,0.607197549770291,0.4916559691912708,0.6087527352297593,0.7669337217771304,0,0,1
1615,УИК №841,2832,1572,84,1610,843,"(55.8774188611415, 37.7150301262737)",2726,1522,75,1559,1141,0.5847457627118644,0.5236024844720497,0.5858400586940572,0.731879409878127,0,0,1
1616,УИК №842,2508,1360,70,1414,754,"(55.880884, 37.72034)",2047,1167,69,1220,895,0.5701754385964912,0.5332390381895332,0.6038104543234001,0.7336065573770492,0,0,1
1617,УИК №3179,2172,1875,5,1856,1357,"(55.856068, 37.680598)",1172,690,27,704,542,0.8655616942909761,0.7311422413793104,0.6117747440273038,0.7698863636363636,0,0,1
1618,УИК №2771,2738,1704,100,1766,807,"(55.887024, 37.39214)",2444,1406,20,1405,983,0.6588750913075238,0.456964892412231,0.5834697217675942,0.699644128113879,0,0,1
1619,УИК №2772,2433,1395,84,1451,712,"(55.887024, 37.39214)",2603,1459,20,1461,999,0.6078914919852034,0.4906960716747071,0.568190549366116,0.6837782340862423,0,0,1
1620,УИК №2773,2498,1633,10,1601,686,"(55.894515, 37.397575)",2065,1113,23,1116,804,0.6577261809447558,0.4284821986258588,0.5501210653753027,0.7204301075268817,0,0,1
1621,УИК №2774,2419,1429,13,1419,580,"(55.894192, 37.395778)",2266,1365,24,1376,973,0.5961140967341877,0.408738548273432,0.6129744042365401,0.7071220930232558,0,0,1
1622,УИК №2775,1558,908,17,907,403,"(55.900128, 37.382393)",2027,1135,42,1161,861,0.5937098844672657,0.444321940463065,0.5806610754810064,0.7416020671834626,0,0,1
1623,УИК №2776,1528,902,14,887,405,"(55.900128, 37.382393)",1737,966,45,995,727,0.599476439790576,0.4565952649379932,0.5820379965457686,0.7306532663316583,0,0,1
1624,УИК №2777,2580,1538,23,1530,740,"(55.903903, 37.381378)",2642,1485,48,1513,1078,0.6050387596899225,0.4836601307189542,0.5802422407267221,0.712491738268341,0,0,1
1625,УИК №3378,738,427,300,708,461,"(nan, nan)",1907,1291,23,1287,974,0.9850948509485096,0.6511299435028248,0.6890403775563713,0.7567987567987567,0,0,1
1626,УИК №2778,2665,1513,70,1564,748,"(55.828283, 37.348985)",2164,1170,31,1173,804,0.5939962476547842,0.4782608695652174,0.5549907578558225,0.6854219948849105,0,0,1
1627,УИК №2779,2572,1453,113,1542,791,"(55.828283, 37.348985)",2677,1569,19,1574,1083,0.6088646967340591,0.5129701686121919,0.5932013447889428,0.6880559085133418,0,0,1
1628,УИК №2780,1033,571,20,590,247,"(55.832551, 37.352111)",2474,1437,44,1468,1036,0.5721200387221684,0.4186440677966102,0.5986257073565077,0.7057220708446866,0,0,1
1629,УИК №2781,1615,916,9,906,403,"(55.832551, 37.352111)",2056,1193,53,1234,858,0.5727554179566563,0.4448123620309051,0.6060311284046692,0.6952998379254457,0,0,1
1630,УИК №2782,1376,836,10,832,357,"(55.832171, 37.354123)",1531,922,23,935,689,0.6148255813953488,0.4290865384615384,0.6172436316133246,0.7368983957219252,0,0,1
1631,УИК №2783,1469,863,4,856,400,"(55.832171, 37.354123)",2068,1226,46,1258,841,0.5901974132062627,0.4672897196261682,0.6150870406189555,0.6685214626391097,0,0,1
1632,УИК №2784,2176,1246,7,1225,457,"(55.836059, 37.359513)",1881,1033,44,1067,783,0.5758272058823529,0.3730612244897959,0.5725677830940988,0.7338331771321462,0,0,1
1633,УИК №2785,2145,1214,23,1218,536,"(55.836059, 37.359513)",2491,1378,48,1407,1002,0.5766899766899767,0.4400656814449918,0.5724608590927338,0.7121535181236673,0,0,1
1634,УИК №2786,2797,1584,40,1598,759,"(55.841397, 37.361211)",1830,1062,30,1081,771,0.5806220951018949,0.4749687108886107,0.5967213114754099,0.7132284921369103,0,1,0
1635,УИК №2787,2629,1471,25,1466,630,"(55.841397, 37.361211)",2712,1431,2,1414,948,0.5690376569037657,0.4297407912687585,0.5283923303834809,0.6704384724186704,0,1,0
1636,УИК №2788,2148,1220,32,1223,519,"(55.841397, 37.361211)",1812,954,41,974,649,0.5828677839851024,0.4243663123466885,0.5491169977924945,0.6663244353182751,0,1,0
1637,УИК №2789,2167,1236,142,1359,676,"(55.841458, 37.363008)",874,516,8,516,276,0.6359021688970927,0.4974245768947756,0.5995423340961098,0.5348837209302325,0,1,0
1638,УИК №2790,2293,1419,29,1367,596,"(55.841458, 37.363008)",1946,1038,33,1055,716,0.631487134757959,0.4359912216532553,0.5503597122302158,0.6786729857819905,0,1,0
1639,УИК №2791,1521,881,23,889,358,"(55.842267, 37.349722)",2818,1380,96,1458,1077,0.5943458251150558,0.4026996625421822,0.5237757274662882,0.7386831275720165,0,1,0
1640,УИК №2792,1494,869,15,869,352,"(55.842267, 37.349722)",3033,1617,69,1663,1276,0.5917001338688086,0.4050632911392405,0.5558852621167161,0.7672880336740829,0,1,0
1641,УИК №2793,1705,1182,13,1072,433,"(55.846366, 37.343416)",3106,1783,78,1837,1311,0.7008797653958945,0.4039179104477612,0.5991629104958146,0.713663581927055,0,0,1
1642,УИК №2794,1594,1004,11,992,467,"(55.846366, 37.343416)",2430,1407,50,1429,1052,0.636762860727729,0.470766129032258,0.5995884773662551,0.7361791462561231,0,0,1
1643,УИК №2795,2952,1727,23,1727,807,"(55.846249, 37.352372)",2657,1450,57,1483,1126,0.5928184281842819,0.4672843080486392,0.5671810312382386,0.7592717464598786,0,1,0
1644,УИК №2796,2883,1657,28,1632,770,"(55.846249, 37.352372)",2622,1475,69,1527,1167,0.584460631286854,0.471813725490196,0.5888634630053394,0.7642436149312377,0,1,0
1645,УИК №2797,2821,1717,51,1722,801,"(55.846062, 37.350018)",2198,1190,30,1202,912,0.6267281105990783,0.4651567944250871,0.5550500454959054,0.7587354409317804,0,1,0
1646,УИК №2798,2289,1409,52,1439,714,"(55.846062, 37.350018)",2249,1276,50,1305,1005,0.6382699868938401,0.4961779013203614,0.5895953757225434,0.7701149425287356,0,1,0
1647,УИК №2799,2664,1549,22,1547,663,"(55.849944, 37.349506)",2684,1582,67,1631,1284,0.5897147147147147,0.4285714285714285,0.6143815201192251,0.7872470876762723,1,1,0
1648,УИК №2800,2770,1603,25,1596,673,"(55.849944, 37.349506)",2861,1503,69,1545,1117,0.5877256317689531,0.4216791979949875,0.5494582313876267,0.7229773462783171,1,1,0
1649,УИК №2801,2405,1396,42,1421,668,"(55.849095, 37.344664)",2399,1357,80,1428,1081,0.597920997920998,0.47009148486981,0.5989995831596499,0.7570028011204482,1,0,0
1650,УИК №2802,2656,1533,40,1536,756,"(55.849095, 37.344664)",2675,1524,57,1561,1188,0.5922439759036144,0.4921875,0.5910280373831776,0.7610506085842409,1,0,0
1651,УИК №2803,2649,1402,89,1461,672,"(55.854643, 37.345886)",1451,734,59,785,572,0.5628539071347678,0.459958932238193,0.5465196416264645,0.7286624203821656,1,0,0
1652,УИК №2804,2204,1326,24,1334,694,"(55.854643, 37.345886)",1673,991,39,1013,774,0.6125226860254084,0.52023988005997,0.6156604901374776,0.7640671273445212,1,0,0
1653,УИК №2805,2571,1457,49,1481,717,"(55.855391, 37.345814)",2653,1556,48,1577,1217,0.5857642940490082,0.4841323430114787,0.6045985676592537,0.771718452758402,1,0,0
1654,УИК №2806,2647,1520,25,1523,718,"(55.855391, 37.345814)",2503,1535,56,1557,1170,0.583679637325274,0.4714379514116875,0.6356372353176188,0.7514450867052023,1,0,0
1655,УИК №2807,2441,1363,27,1359,657,"(55.856492, 37.34682)",2390,1385,57,1427,1082,0.5694387546087669,0.4834437086092715,0.6033472803347281,0.7582340574632095,1,0,0
1656,УИК №2808,2524,1447,24,1437,656,"(55.856492, 37.34682)",3054,1880,40,1885,1380,0.5828050713153724,0.4565066109951287,0.6286836935166994,0.7320954907161804,1,0,0
1657,УИК №2809,1879,1068,21,1070,433,"(55.856892, 37.361445)",2679,1640,39,1646,1245,0.5795635976583289,0.4046728971962617,0.6267263904441956,0.7563791008505468,1,0,0
1658,УИК №2810,1777,1242,18,1215,548,"(55.856892, 37.361445)",2364,1436,47,1458,1120,0.7090602138435566,0.4510288065843621,0.627326565143824,0.7681755829903978,1,0,0
1659,УИК №2811,2923,1514,175,1658,770,"(55.849918, 37.358822)",2150,1318,11,1312,947,0.5778309955525145,0.4644149577804584,0.618139534883721,0.7217987804878049,1,1,0
1660,УИК №2812,2692,1583,35,1596,762,"(55.849918, 37.358822)",2160,1300,56,1336,1042,0.6010401188707281,0.4774436090225564,0.6277777777777778,0.7799401197604791,1,1,0
1661,УИК №2813,2274,1251,36,1265,596,"(55.849918, 37.358822)",2247,1317,45,1345,1036,0.5659630606860159,0.4711462450592885,0.6061415220293725,0.7702602230483271,1,1,0
